rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date,track_id,rank_tier,popularity,duration_ms,explicit,album_type,total_tracks,duration_min
18,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,18,149,52,197871,9,59D4DOkspUbWyMmbAPQkxZ,Top 25,17.45773096426849,156364,True,album,17,2.6060666666666665
19,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,16,32,190992,9,1VBKQJ5AVNKROv0WJ2h4ZK,Top 25,16.1766705091652,152282,True,album,16,2.5380333333333334
20,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,13,165,187001,9,3qhlB30KknSejmIvZZLjOD,Top 25,15.433435696500966,159245,False,album,13,2.6540833333333333
21,spotify:track:2Gysuuhf0SEoIsEiRuLVcY,Theodora,Des mythos,Virgin Records FR LAS (S&D),21,36,4,180601,9,2Gysuuhf0SEoIsEiRuLVcY,Top 25,14.241578317134627,177601,True,single,1,2.9600166666666667
22,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,15,144,180579,9,55lijDD6OAjLFFUHU9tcDm,Top 25,14.237481307393054,196795,False,single,1,3.279916666666667
23,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,17,130,180283,9,53iuhJlwXhSER5J2IYYv1W,Top 25,14.182357903597362,226073,False,album,12,3.767883333333333
24,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,19,200,171365,9,5dnM53F6iHQZbyu8k5HUSg,Top 25,12.521579136536573,171489,False,album,15,2.85815
25,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,25,-1,7,165933,9,1IHWl5LamUGEuP4ozKQSXZ,Top 25,11.509990185799392,243716,True,album,23,4.061933333333333
26,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,20,313,163641,9,3kql0qldZ3x5qUxwmUgYGa,Top 50,11.08315626181382,172259,True,album,9,2.870983333333333
27,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,26,154,154443,9,4R0HXKZBeDJerIq9oCnDIp,Top 50,9.370233734405756,154455,True,album,43,2.57425
28,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,32,210,154155,9,3MNBUdX7zP4E0UhlfYenMf,Top 50,9.31660015233427,199826,True,album,14,3.330433333333333
29,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,22,52,153886,9,29rkopcjI0XyhncrHOdWm0,Top 50,9.26650489685778,138005,False,single,1,2.3000833333333333
30,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,27,46,153537,9,3oTuTpF1F3A7rEC6RKsMRz,Top 50,9.201511424139209,219743,False,album,10,3.6623833333333335
31,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,24,224,152590,9,2hndzMd89P8nEG4jTRurPk,Top 50,9.025153777536095,140487,False,single,1,2.34145
32,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,21,151,149985,9,6QQGjrXpBQjVTdSGaOUyRt,Top 50,8.540030578590889,160000,True,album,19,2.6666666666666665
33,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,25,256,147306,9,1LmeIVvg4CVTu6kicEVoAr,Top 50,8.04112652869676,162041,True,album,25,2.700683333333333
34,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,23,179,144799,9,74bFjTmlTbZVH9lG3EH7C2,Top 50,7.574253645873101,138591,True,single,1,2.30985
35,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,21,31,204,139743,9,1rIKgCH4H52lrvDcz50hS8,Top 50,6.632686316173691,200646,False,album,15,3.3441
36,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,36,-1,1,139367,9,0fea68AdmYNygeTGI4RC18,Top 50,6.562664695135918,242573,False,album,8,4.042883333333333
37,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,33,80,133880,9,0MsHYntRES1QW1VtuhfdUk,Top 50,5.5408332200448065,172258,True,album,15,2.8709666666666664
38,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,39,305,132533,9,66ku4Gq4k5xUqdVL4Oam2r,Top 50,5.289984487231297,230000,True,album,17,3.8333333333333335
39,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,35,230,129752,9,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,4.7720852103535165,194607,False,album,12,3.24345
40,spotify:track:7xWvRVssTTECvWCDNgCzSH,"Bleu Soleil, LUIZA",Soleil Bleu,Wagram Music / Chapter Two Records,2,28,238,129506,9,7xWvRVssTTECvWCDNgCzSH,Top 50,4.726273192334123,246000,False,single,1,4.1
41,spotify:track:1Mzg6bu3hkCwJKEf7v49MN,SDM,CARTIER SANTOS,Universal Music Division Capitol Music France,1,54,501,128807,9,1Mzg6bu3hkCwJKEf7v49MN,Top 50,4.5961000191814545,183813,True,album,14,3.06355
42,spotify:track:6wggq2ikhLMnS0o1deK2Xz,Theodora,FASHION DESIGNA,Maison Neptune X NBFD,10,41,301,128172,9,6wggq2ikhLMnS0o1deK2Xz,Top 50,4.47784541982245,184988,True,album,13,3.083133333333333
43,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,10,34,333,126389,9,2RkZ5LkEzeHGRsmDqKwmaJ,Top 50,4.145801403039609,186964,False,album,11,3.1160666666666668
44,spotify:track:49I6wzkGWO11FFNicqY7oa,K2_sp,NOUS#2,10704286 Records DK,19,30,35,125443,9,49I6wzkGWO11FFNicqY7oa,Top 50,3.969629984152021,177758,True,single,1,2.962633333333333
45,spotify:track:5kfAx6phDHPpz5g8IAPyc2,Werenoi,Chemin d'or,PLR Music / PGP Records / Allpoints,4,42,1048,124775,9,5kfAx6phDHPpz5g8IAPyc2,Top 50,3.8452298701806593,212093,True,album,18,3.534883333333333
46,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,44,79,124362,9,68oBz6xab6ATAobLCbtZXX,Top 50,3.768317823668425,212400,False,single,5,3.54
47,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,21,46,136,123856,9,1xOqGUkyxGQRdCvGpvWKmL,Top 50,3.6740865996122736,197226,False,single,2,3.2871
48,spotify:track:3zs1RJzrhgt0JsNsPopubX,"Le Crime, Leto",Ballon D'or,Play Two,16,37,83,119594,9,3zs1RJzrhgt0JsNsPopubX,Top 50,2.880384076040501,206250,True,album,20,3.4375
49,spotify:track:3ReDT1HLea9eTWEPtwE7fP,"GP Explorer, Anyme023",Toute la nuit,Maison Baron Rouge,4,45,130,119429,9,3ReDT1HLea9eTWEPtwE7fP,Top 50,2.8496565029787124,198693,True,album,15,3.31155
50,spotify:track:6OuhnnHBGG1tKWCpi8nOlM,"RK, Genezio",VIANO,Hyper Focal Music / Family and Co Productions,2,40,205,118814,9,6OuhnnHBGG1tKWCpi8nOlM,Top 50,2.735126457930228,111764,False,album,12,1.8627333333333331
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,138,484230,10,55vPnuXfuzXNW75JpuSczF,Top 10,70.7857133545757,176213,False,album,20,2.9368833333333333
2,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,2,389,433204,10,3sK8wGT43QFpWrvNQsrQya,Top 10,61.2832579421465,237117,True,album,17,3.95195
3,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,3,110,421749,10,1yGJ40k7HLF3odITZPoQs4,Top 10,59.15001946079628,130500,False,single,1,2.175
4,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,5,35,408185,10,0T1CzbjyOEU60cL5G244di,Top 10,56.624026727401734,125454,True,single,1,2.0909
5,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,6,316,387480,10,5TFD2bmFKGhoCRbX61nXY5,Top 10,52.76818187743609,183685,False,album,17,3.0614166666666667
6,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,4,121,372425,10,35eK52MQkpWLxwyIAGKKXT,Top 10,49.964523620192296,147692,True,single,1,2.461533333333333
7,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,7,26,327695,10,2ZxulKXVUpatqUe0quNMtP,Top 10,41.634557904714725,182000,True,single,1,3.033333333333333
8,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,8,8,90,307727,10,2lTm559tuIvatlT1u0JYG2,Top 10,37.915962881091744,367725,True,album,17,6.12875
9,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,9,71,287142,10,3Bu67MTSsLLJNyZ8qg3itI,Top 10,34.08246535698922,164986,True,album,14,2.7497666666666665
10,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,10,117,262299,10,7EyB1sN9IUO1YXIoHTyZRk,Top 10,29.456010220177024,141389,False,album,25,2.3564833333333333
11,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,12,26,228022,10,5UpupDvr2w93ccnEmmhS5q,Top 25,23.072682815092637,183307,False,single,1,3.0551166666666667
12,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,12,13,30,220302,10,6J5kc12BW5HuP3d7C3vvx8,Top 25,21.63500485123199,204768,True,album,17,3.4128
13,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,11,14,23,213789,10,5yVEQgC0GuEvvEcv9D8NpG,Top 25,20.42210374001121,125179,False,single,1,2.086316666666667
14,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,11,239,208714,10,4ffqxU54Ll4YRz5NVBe77w,Top 25,19.476998083716808,174493,True,album,17,2.9082166666666667
15,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,15,96,208667,10,4eGoCBOGEAQty5nfWRC0VD,Top 25,19.468245381087083,201103,False,single,1,3.3517166666666665
16,spotify:track:2Gysuuhf0SEoIsEiRuLVcY,Theodora,Des mythos,Virgin Records FR LAS (S&D),16,21,5,207025,10,2Gysuuhf0SEoIsEiRuLVcY,Top 25,19.162459472193408,177601,True,single,1,2.9600166666666667
17,spotify:track:4zipUPcZZkWmxn2TEMummt,"La Rvfleuze, Freeze corleone",Serrure #667,SERRURE RECORDS / ATLANTIC FRANCE,15,17,5,205084,10,4zipUPcZZkWmxn2TEMummt,Top 25,18.80099147635746,147810,True,single,1,2.4635
18,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,16,194,204827,10,0wLCA75tmsos5ZcVzqHFQ1,Top 25,18.75313095346728,158859,False,album,18,2.64765
19,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,19,33,202500,10,1VBKQJ5AVNKROv0WJ2h4ZK,Top 25,18.3197790594383,152282,True,album,16,2.5380333333333334
20,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,20,25,8,199728,10,1IHWl5LamUGEuP4ozKQSXZ,Top 25,17.803555832000253,243716,True,album,23,4.061933333333333
21,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,20,166,193722,10,3qhlB30KknSejmIvZZLjOD,Top 25,16.685072172551152,159245,False,album,13,2.6540833333333333
22,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,18,18,53,185723,10,59D4DOkspUbWyMmbAPQkxZ,Top 25,15.195436676058751,156364,True,album,17,2.6060666666666665
23,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,22,145,184612,10,55lijDD6OAjLFFUHU9tcDm,Top 25,14.988537684109376,196795,False,single,1,3.279916666666667
24,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,23,131,179003,10,53iuhJlwXhSER5J2IYYv1W,Top 25,13.943986427724091,226073,False,album,12,3.767883333333333
25,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,24,201,161748,10,5dnM53F6iHQZbyu8k5HUSg,Top 25,10.73062719632312,171489,False,album,15,2.85815
26,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,29,53,159776,10,29rkopcjI0XyhncrHOdWm0,Top 50,10.363386141305867,138005,False,single,1,2.3000833333333333
27,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,26,314,151276,10,3kql0qldZ3x5qUxwmUgYGa,Top 50,8.780450559334943,172259,True,album,9,2.870983333333333
28,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,30,47,150627,10,3oTuTpF1F3A7rEC6RKsMRz,Top 50,8.659588771958575,219743,False,album,10,3.6623833333333335
29,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,32,152,146361,10,6QQGjrXpBQjVTdSGaOUyRt,Top 50,7.865141337524699,160000,True,album,19,2.6666666666666665
30,spotify:track:3MNBUdX7zP4E0UhlfYenMf,Werenoi,Jamal,PGP Records,20,28,211,145429,10,3MNBUdX7zP4E0UhlfYenMf,Top 50,7.691577106654475,199826,True,album,14,3.330433333333333
31,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,33,257,145269,10,1LmeIVvg4CVTu6kicEVoAr,Top 50,7.661780672170317,162041,True,album,25,2.700683333333333
32,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,27,155,145229,10,4R0HXKZBeDJerIq9oCnDIp,Top 50,7.6543315635492775,154455,True,album,43,2.57425
33,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,31,225,144569,10,2hndzMd89P8nEG4jTRurPk,Top 50,7.531421271302123,140487,False,single,1,2.34145
34,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,34,36,2,139964,10,0fea68AdmYNygeTGI4RC18,Top 50,6.673842641304935,242573,False,album,8,4.042883333333333
35,spotify:track:1rIKgCH4H52lrvDcz50hS8,Zara Larsson,Lush Life,Epic/Record Company TEN,21,35,205,137539,10,1rIKgCH4H52lrvDcz50hS8,Top 50,6.222240431154407,200646,False,album,15,3.3441
36,spotify:track:74bFjTmlTbZVH9lG3EH7C2,La Rvfleuze,Serrure #5,SERRURE RECORDS,5,34,180,136838,10,74bFjTmlTbZVH9lG3EH7C2,Top 50,6.091694802570688,138591,True,single,1,2.30985
37,spotify:track:0MsHYntRES1QW1VtuhfdUk,Timar,SIERRA LEONE,Universal Music Division Virgin Records,12,37,81,133943,10,0MsHYntRES1QW1VtuhfdUk,Top 50,5.552565566122944,172258,True,album,15,2.8709666666666664
38,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop Demon Hunters,6,39,231,133479,10,1CPZ5BxNNd0n0nF4Orb9JS,Top 50,5.466155906118884,194607,False,album,12,3.24345
39,spotify:track:49I6wzkGWO11FFNicqY7oa,K2_sp,NOUS#2,10704286 Records DK,19,44,36,131126,10,49I6wzkGWO11FFNicqY7oa,Top 50,5.027962091486227,177758,True,single,1,2.962633333333333
40,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,10,43,334,127260,10,2RkZ5LkEzeHGRsmDqKwmaJ,Top 50,4.308005743262747,186964,False,album,11,3.1160666666666668
41,spotify:track:0LVo3mfYzZuCRADfUMczcX,Booba,Seychelles,Universal Music Distribution Deal,10,59,5,126431,10,0LVo3mfYzZuCRADfUMczcX,Top 50,4.1536229670917,158332,True,single,1,2.6388666666666665
42,spotify:track:66ku4Gq4k5xUqdVL4Oam2r,Werenoi,Poney,PLR Music / PGP Records,4,38,306,124756,10,66ku4Gq4k5xUqdVL4Oam2r,Top 50,3.841691543585666,230000,True,album,17,3.8333333333333335
43,spotify:track:1xOqGUkyxGQRdCvGpvWKmL,KATSEYE,Gabriela,HYBE/Geffen,21,47,137,124062,10,1xOqGUkyxGQRdCvGpvWKmL,Top 50,3.7124495090106278,197226,False,single,2,3.2871
44,spotify:track:68oBz6xab6ATAobLCbtZXX,Ronisia,Solide,Epic,27,46,80,122670,10,68oBz6xab6ATAobLCbtZXX,Top 50,3.4532205289984486,212400,False,single,5,3.54
45,spotify:track:7xWvRVssTTECvWCDNgCzSH,"Bleu Soleil, LUIZA",Soleil Bleu,Wagram Music / Chapter Two Records,2,40,239,122369,10,7xWvRVssTTECvWCDNgCzSH,Top 50,3.3971659866251254,246000,False,single,1,4.1
46,spotify:track:0Jh6iWjna1wk5le0Ahn7No,Ninho,La vie qu'on mène,Rec. 118 / Mal Luné Music,2,52,2518,120550,10,0Jh6iWjna1wk5le0Ahn7No,Top 50,3.058417772083348,193443,False,album,18,3.22405
47,spotify:track:5kfAx6phDHPpz5g8IAPyc2,Werenoi,Chemin d'or,PLR Music / PGP Records / Allpoints,4,45,1049,120452,10,5kfAx6phDHPpz5g8IAPyc2,Top 50,3.040167455961801,212093,True,album,18,3.534883333333333
48,spotify:track:6VNXmo59yDYgcwLS17UNAW,"Bad Bunny, Los Pleneros de la Cresta",CAFé CON RON,Rimas Entertainment LLC.,48,57,17,120423,10,6VNXmo59yDYgcwLS17UNAW,Top 50,3.0347668522115474,228836,False,album,17,3.813933333333333
49,spotify:track:3ReDT1HLea9eTWEPtwE7fP,"GP Explorer, Anyme023",Toute la nuit,Maison Baron Rouge,4,49,131,118850,10,3ReDT1HLea9eTWEPtwE7fP,Top 50,2.7418306556891636,198693,True,album,15,3.31155
50,spotify:track:3zs1RJzrhgt0JsNsPopubX,"Le Crime, Leto",Ballon D'or,Play Two,16,48,84,118179,10,3zs1RJzrhgt0JsNsPopubX,Top 50,2.6168718585712236,206250,True,album,20,3.4375
1,spotify:track:55vPnuXfuzXNW75JpuSczF,"disiz, Theodora",melodrama,Carré Bleu Production,1,1,139,504897,11,55vPnuXfuzXNW75JpuSczF,Top 10,74.63448155135136,176213,False,album,20,2.9368833333333333
2,spotify:track:0T1CzbjyOEU60cL5G244di,Rambo goyard,B.M.S (by my side),Universal Music Division Capitol Music France,2,4,36,438859,11,0T1CzbjyOEU60cL5G244di,Top 10,62.33637567344598,125454,True,single,1,2.0909
3,spotify:track:1yGJ40k7HLF3odITZPoQs4,RnBoi,MON BÉBÉ,DOUBLE JEU RECORDS,1,3,111,423941,11,1yGJ40k7HLF3odITZPoQs4,Top 10,59.55823061322925,130500,False,single,1,2.175
4,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,1,2,390,393369,11,3sK8wGT43QFpWrvNQsrQya,Top 10,53.86487689416866,237117,True,album,17,3.95195
5,spotify:track:35eK52MQkpWLxwyIAGKKXT,Nono La Grinta,LOVE YOU,MPR Records,3,6,122,380287,11,35eK52MQkpWLxwyIAGKKXT,Top 10,51.42864591965763,147692,True,single,1,2.461533333333333
6,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,5,5,317,365448,11,5TFD2bmFKGhoCRbX61nXY5,Top 10,48.66521284896746,183685,False,album,17,3.0614166666666667
7,spotify:track:2ZxulKXVUpatqUe0quNMtP,"RnBoi, Nono La Grinta",AVEC MOI,DOUBLE JEU RECORDS,4,7,27,353240,11,2ZxulKXVUpatqUe0quNMtP,Top 10,46.391744897826165,182000,True,single,1,3.033333333333333
8,spotify:track:3Bu67MTSsLLJNyZ8qg3itI,"Genezio, Niska",OG,LOSSA RECORDS,5,9,72,298810,11,3Bu67MTSsLLJNyZ8qg3itI,Top 10,36.25537034174648,164986,True,album,14,2.7497666666666665
9,spotify:track:7EyB1sN9IUO1YXIoHTyZRk,"Franglish, KeBlack",Génération impolie,Lutece Music,3,10,118,286516,11,7EyB1sN9IUO1YXIoHTyZRk,Top 10,33.96588680706995,141389,False,album,25,2.3564833333333333
10,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,8,8,91,280751,11,2lTm559tuIvatlT1u0JYG2,Top 10,32.892284027062615,367725,True,album,17,6.12875
11,spotify:track:5UpupDvr2w93ccnEmmhS5q,"GIMS, Theodora",SPA,Black Belt,5,11,27,243057,11,5UpupDvr2w93ccnEmmhS5q,Top 25,25.87261651802591,183307,False,single,1,3.0551166666666667
12,spotify:track:5yVEQgC0GuEvvEcv9D8NpG,WIXO & LA2S,GMK,Quality No Stress,11,13,24,240172,11,5yVEQgC0GuEvvEcv9D8NpG,Top 25,25.335349558733427,125179,False,single,1,2.086316666666667
13,spotify:track:4zipUPcZZkWmxn2TEMummt,"La Rvfleuze, Freeze corleone",Serrure #667,SERRURE RECORDS / ATLANTIC FRANCE,13,17,6,228786,11,4zipUPcZZkWmxn2TEMummt,Top 25,23.214960789754496,147810,True,single,1,2.4635
14,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,14,20,9,228410,11,1IHWl5LamUGEuP4ozKQSXZ,Top 25,23.144939168716725,243716,True,album,23,4.061933333333333
15,spotify:track:0wLCA75tmsos5ZcVzqHFQ1,"GIMS, La Mano 1.9",PARISIENNE,Play Two,1,18,195,226671,11,0wLCA75tmsos5ZcVzqHFQ1,Top 25,22.821089171417025,158859,False,album,18,2.64765
16,spotify:track:2Gysuuhf0SEoIsEiRuLVcY,Theodora,Des mythos,Virgin Records FR LAS (S&D),16,16,6,225995,11,2Gysuuhf0SEoIsEiRuLVcY,Top 25,22.695199235721457,177601,True,single,1,2.9600166666666667
17,spotify:track:4eGoCBOGEAQty5nfWRC0VD,"GIMS, L2B",BLOQUÉ,Play Two,6,15,97,225462,11,4eGoCBOGEAQty5nfWRC0VD,Top 25,22.5959398633461,201103,False,single,1,3.3517166666666665
18,spotify:track:4ffqxU54Ll4YRz5NVBe77w,R2,RUINART,Label Blue Sky,1,14,240,221931,11,4ffqxU54Ll4YRz5NVBe77w,Top 25,21.93836979982383,174493,True,album,17,2.9082166666666667
19,spotify:track:3qhlB30KknSejmIvZZLjOD,Djo,End of Beginning,Djo,7,21,167,210049,11,3qhlB30KknSejmIvZZLjOD,Top 25,19.725612083944004,159245,False,album,13,2.6540833333333333
20,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,12,12,31,205720,11,6J5kc12BW5HuP3d7C3vvx8,Top 25,18.91943230343199,204768,True,album,17,3.4128
21,spotify:track:1VBKQJ5AVNKROv0WJ2h4ZK,"Ninho, Tiakola",LES DIAMANTS DE BOKASSA,Rec. 118/Jefe Production,3,19,34,202426,11,1VBKQJ5AVNKROv0WJ2h4ZK,Top 25,18.305998208489378,152282,True,album,16,2.5380333333333334
22,spotify:track:55lijDD6OAjLFFUHU9tcDm,RAYE,WHERE IS MY HUSBAND!,Human Re Sources,12,23,146,195213,11,55lijDD6OAjLFFUHU9tcDm,Top 25,16.962737696400403,196795,False,single,1,3.279916666666667
23,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,2,24,132,187158,11,53iuhJlwXhSER5J2IYYv1W,Top 25,15.462673447838549,226073,False,album,12,3.767883333333333
24,spotify:track:5dnM53F6iHQZbyu8k5HUSg,"Soolking, L2B",Tour du monde,Universal Music MENA Distributed Labels,5,25,202,172601,11,5dnM53F6iHQZbyu8k5HUSg,Top 25,12.7517565929267,171489,False,album,15,2.85815
25,spotify:track:29rkopcjI0XyhncrHOdWm0,Ashvma,FOCUS,PDS RECORDS,15,26,54,169715,11,29rkopcjI0XyhncrHOdWm0,Top 25,12.214303405918688,138005,False,single,1,2.3000833333333333
26,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,18,22,54,165845,11,59D4DOkspUbWyMmbAPQkxZ,Top 50,11.493602146833105,156364,True,album,17,2.6060666666666665
27,spotify:track:3oTuTpF1F3A7rEC6RKsMRz,"Dave, Tems",Raindance (feat. Tems),Neighbourhood,20,28,48,158707,11,3oTuTpF1F3A7rEC6RKsMRz,Top 50,10.164308713408582,219743,False,album,10,3.6623833333333335
28,spotify:track:1LmeIVvg4CVTu6kicEVoAr,"Theodora, Jul",ZOU BISOU,Virgin Records FR LAS (S&D),6,31,258,155929,11,1LmeIVvg4CVTu6kicEVoAr,Top 50,9.646968119677378,162041,True,album,25,2.700683333333333
29,spotify:track:3kql0qldZ3x5qUxwmUgYGa,Nono La Grinta,Paris,MPR Records,1,27,315,153614,11,3kql0qldZ3x5qUxwmUgYGa,Top 50,9.21585095823471,172259,True,album,9,2.870983333333333
30,spotify:track:6QQGjrXpBQjVTdSGaOUyRt,"La Fouine, L2B",Flying Blue,Play Two,14,29,153,151643,11,6QQGjrXpBQjVTdSGaOUyRt,Top 50,8.848796130932982,160000,True,album,19,2.6666666666666665
31,spotify:track:2hndzMd89P8nEG4jTRurPk,RnBoi,BTRD,DOUBLE JEU RECORDS,7,33,226,147119,11,2hndzMd89P8nEG4jTRurPk,Top 50,8.0063019458934,140487,False,single,1,2.34145
32,spotify:track:4R0HXKZBeDJerIq9oCnDIp,Bouss,Biff pas d'love,Le Grand Carré / Level Up Music,4,32,156,144061,11,4R0HXKZBeDJerIq9oCnDIp,Top 50,7.436817591814919,154455,True,album,43,2.57425
